Game,cleaned_Reviews,num_words,review_length,embedding_0,UMAP_1,UMAP_2,lang,topic
Dragon Age II: Ultimate Edition,game pain part lot annoying bug one lazy design I ever see firstly bug lot annoying bug destroy gameplay experience downloadable content character break game corrupt save file happily case I I able make dlcs work try hour rip ea lot bug bug quest need careful crash importantly combat bug occasionally range character control run towards wall stand without anything command hold ground bring gameplay see game feel like mmo boring repetitive combat ai companion really bad time range character run towards enemy melee character attack enemy I say make hold ground wait without anything plus change target useless character change also aoe attack hurt team enemy make lot weak disable auto control spell micro manage team part upgrade gear companion really limited bit weak loot pretty much useless sell hard difficulty chore sponge enemy come number real problem combat first problem enemy strength assassin mage easily oneshot range character especially mage oneshot backline sadly spell pretty weak compare second annoying thing wave ambush aspect beat wave enemy every wave ambush time enemy spawn mage since multiple spawn point pull enemy area even though story decent interesting character choice annoying sometimes especially lock romance without warn player weirdly templar care I mage ending game make want hit head wall first enchanter resort blood magic reason become demon force kill kill templar although much detail lot usage area I mean I care use area normally another level area use without change graphic pretty old playable reason game usd even near worth price,251,1580,0.018981455,7.88674,-1.9502882,en,0
Pillars of Eternity - Royal Edition Upgrade Pack,get bundle would buy sure part bundle two upgrade thing reason useless thing,13,76,-0.05672543,4.9663825,0.8732326,en,6
The Dark Pictures Anthology: Little Hope,I bit game game style overall story tell aspect great however choice make sense character die idiotic reason plus ending pretty still I think enjoyable experience especially friend could worth wait sale since bit expensive short game,37,233,-0.007264719,7.046753,1.2750868,en,0
Two Point Campus,good game expensive gameplay bit slow problem design sometimes student get stuck get need room give invalid item error even though show normal weirdly upgrade personnel expensive also expect well salary also weird reason personnel training queue leave job new person request radio pretty limited force listen conversation core gameplay fun lot different course bit hard upgrade still enjoyable game I chill slow pace bit pricey purchasable sale especially bundle important dlcs,72,477,-0.019083317,8.875219,-0.106374435,en,0
Pummel Party,great game play friend remote play multiplayer compatible also mode game I recommend download able flavor game bit unfortunately regional price game moment make bit expensive able purchase I would recommend,31,206,-0.0017938927,10.314963,0.8508048,en,0
Supremacy: 1914,sadly enjoyable due pay win system check pack price understand situation,11,72,-0.03820023,10.6625805,1.6864657,en,0
Vampyr,game absolute nightmare I find reason detail game really combat bad hitboxe attack go enemy getting hit even able dodge attack successfully enemy sometimes hit ranged attack behind cover enemy change direction attack middash enemy hit behind themself degree charge attack useless auto aim change target reason stagger inconsistency hit enemy getting bite getting hit enemy damage ulti abyss happen lot vampire dash behind enemy hit something dash reason dash teleport kind ability blood meter reset death make everything hard die first try easy reason camera angle enemy respawne tiresome give decent experience loot also kill annoying mob like first time chore kill level people addition fast travel great choice force player fight mob another problem level especially kill playthrough always level even side quest I behind level plus act good restrict give less option weapon kill people take weapon chest option able use weapon least real variety weapon miss anything special couple different weapon stat make choose weapon bore another bad point hint system use hint system good playthrough since go suck learn give nothing unfortunately game manual save option idiotic reason one save change option pick even click mistake weirdly soundtrack great usage music game absolutely fantastic addition great music atmosphere game great good setting dark narrative sadly writing make gameplay pretty mediocre race gender issue gay relationship tell directly talk year ago sake show obvious idiot need educate lot contradiction like say woman vote able woman scream women right night place people hear bury someone middle midnight reason vampire hunter vampire stand next prioritize player regular fence stop easily place teleport really fix meaningless mary feeling main character give damn sister beginning make sense character relation lady strength since couple day vampire another part write mary turn vampire game tell victim drink blood even drink make sense also meaningless twist reason street full vampire skal vampire hunter regular people idea situation narrative style pretty much sadly couple choice important choice matter important one end chapter kill regular npc option require check guide since game explain consciously manipulate pick bad option emily quest white option blue option decision idea try check option get trap also directly save turning back lastly endgame anti climatic weak ass boss boring epilogue,370,2429,-0.0037856875,7.8310957,-1.8412638,en,0
Dishonored®: Death of the Outsider™,much like downloadable content price stand alone game even though really short one cost dishonor downloadable content actually lack story part couple skill without development problem chaos system feel well without chaos system though price definitely worth,37,257,-0.022499556,5.728782,0.15840544,en,0
We Happy Few - Season Pass,roger james come enjoyable short downloadable content funny story new weapon boss new area also lightbearer another enjoyable short downloadable content funny story new playstyle combat guitar boss new area also fall another one enjoyable short downloadable content mediocre story lot hole contradiction main game still playable character use whip combat platforming platforming implement decently find way huge problem I least give insight citys story,65,452,0.0033913692,5.8901668,0.34171832,en,0
We Happy Few - We All Fall Down,enjoyable short downloadable content mediocre story lot hole contradiction main game still playable character use whip combat platforming platforming implement decently find way huge problem I least give insight citys story worth purchase season pass,35,250,0.050958447,5.789196,0.2887851,en,0
We Happy Few - Lightbearer,enjoyable short downloadable content funny story new playstyle combat guitar boss new area also worth purchase season pass,18,122,-0.052109048,5.743402,0.30821773,en,0
We Happy Few - Roger & James in They Came From Below,enjoyable short downloadable content funny story new weapon boss new area also worth purchase season pass,16,105,-0.047107816,5.694583,0.32530224,en,0
We Happy Few,I whatever thumb think I bored part I choose give negative review atmosphere style game great addition good soundtrack story world character pretty interesting weirdly hole story sometimes cutscene thing character say match thing happen however still dull experience gameplay really repetitive feel great length game sandbox approach run place make bad still bad game mediocre one,57,380,0.029534256,7.16498,0.63071036,en,0
The Sexy Brutale,great puzzle game great style story I expect much game gameplay enjoyable ending really emotional puzzle style overall game style really original also,23,150,-0.07004828,7.5953155,2.4393184,en,0
Borderlands 3: Season Pass,story pretty boring gameplay forgettable,5,40,0.08522298,7.1684027,1.9413475,en,0
Q.U.B.E. 2,decent puzzle game although perfect think much decent puzzle game worth try discount story really good variety great enough part game bit boring end bad part,26,157,-0.034671172,7.7777305,1.8399649,en,0
Q.U.B.E. 2 Season Pass,I story follow solve puzzle important I plus new puzzle collectible bit hard without learn curve taste rather smooth solution feel bit cheesy part,24,146,-0.067415535,7.726186,2.1451812,en,0
Divinity: Original Sin 2 - Definitive Edition,nice game play friend lot positive game graphic pretty good voice act music sound design great world detailed pretty big lot discover variety quest bring long playtime lot skill option choose however negative also first one would launcher one unnecessary thing problem quest quest log show anything useful especially side quest armour set downloadable content quest bad since give place find next piece pass chapter without find quest line pretty much another point huge problem balance usable build build character however like mean make geomancer archer viable since rely finesse wit make build option pretty much useless time grant attribute skill point level far exit since go certain part also build pretty weak like archer really important hard difficulty since fight enemy level another problem difficulty curve balance especially last chapter one character oneshotte beginning fight game force fight fix position make even bad one thing item item randomization really bad choice game especially intelligence require item give skill like huntsman k end game able purchase anything long time also money useless another problem main character story bit short scatter couple quest feel like feature add downloadable content lastly achievement decision companion persuasion great mechanic multiplayer implement greatly game feel smooth still play game nice experience overall,207,1378,0.004885276,7.842257,-1.4313473,en,0
