game,cleaned_reviews,num_words,review_length,embedding_0,UMAP_1,UMAP_2
DARK SOULS™ III,hit blacksmith cheat fix mistake ban,6,36,-0.11807708,13.6542015,10.087222
DARK SOULS™ III,dark soul peak nobody tell I otherwise,7,38,-0.038991753,11.883517,6.691352
DARK SOULS™ III,meh feel like lose alot soul one dark soul still good one probably bad dark soul,16,80,-0.044371963,11.932928,6.6710234
DARK SOULS™ III,hard boss definitely hot,4,24,-0.07559683,13.864528,6.3773584
DARK SOULS™ III,steam cloud save sync,4,21,-0.017926397,14.63934,9.959288
DARK SOULS™ III,pretty aweosme,2,14,0.027072564,14.920686,5.292961
DARK SOULS™ III,thank abandon game,3,18,0.015180004,14.508108,7.367482
Terraria,hella yeah bro,3,14,-0.09950154,14.882242,5.5099654
Terraria,gamer video game,3,16,0.008221247,13.424941,8.194764
Terraria,pretty cool game fun,4,20,0.002811067,14.905576,7.213592
Terraria,I hate terraria,3,15,0.03513129,14.639545,7.915872
Terraria,one good game ever make much thoroughly entertain hour end,10,58,0.015637651,14.194929,8.580007
Terraria,spend long time make huge map project replace surface lava hellish appearance feel proud go online see I could use map editor save hour remember gentleman work smart dumb like I,31,177,-0.010157746,13.076219,10.831289
Terraria,minecraft,1,9,-0.0022731877,12.873663,7.586464
Terraria,like penisraria,2,15,0.082009755,12.959779,6.144351
Terraria,curse random old people,4,23,-0.017662717,13.345477,7.715895
Borderlands 2,everything borderland series terrible,4,37,0.02933461,11.008393,9.098648
Borderlands 2,fantastic looter shooter,3,24,-0.040721882,13.265528,8.5467005
Borderlands 2,possible play mac user rollback version version mac,8,51,-0.0046495507,13.636873,11.5157
Borderlands 2,one fpsrpg good game ever I complete maybe time say dare change eula like money get game dlcs gameplay datum enough push onto want borderland fail go get,28,153,-0.023408454,12.814902,10.876402
Borderlands 2,place hero call home,4,20,-0.042084638,11.033399,7.791279
Borderlands 2,cuz mad moxxi storywise well bl villain handsome jack gameplay loop like bl likely feel home,16,92,-0.08948761,11.055157,9.581707
Borderlands 2,grindy,1,6,-0.11775815,14.234733,5.845191
Borderlands 2,bad gameplay,2,12,0.029148102,13.319394,8.855566
Borderlands 2,border yes I awdeome,4,20,0.034886476,14.325352,4.5886874
Wolfenstein II: The New Colossus,wolfenstein ii new colossus show game absurdly fun plot relatable character throughout experience I find root protagonist band misfit game lot characterthroughout playthrough I smile engage combat also strong point game give player decent arsenal tackle challenge either stealth headon keep mind depend difficulty level set either get nazi killingspree power fantasy get ass hand game excellent graphic surprisingly smooth performance sure decapitate disintegrating explode nazi head treat wolfenstein ii new colossus would perfect frame per second actionexploration game however I look past technical issue experience least playable compare predecessor wolfenstein new order full review martopadmediumcom,96,705,0.034219794,10.848838,9.607838
Wolfenstein II: The New Colossus,I see teater,3,12,-0.024781212,13.473232,5.452088
Wolfenstein II: The New Colossus,new colossus definitely side step predecessor new order feel like return form I use loosely still new lovable character great writing new colossus lack new character unlikable first half unnecessarily difficult since spoiler bj critically injure event new order mean health regenerate I guess metaphor half man use gun play spectacular almost well new order since bj interchange weapon want dual wield however story dreadful sometimes try serious moment punctuate joke help new character gutter trash I get character survive intense trauma shape presently none less sour experience little grace overly antagonistic assertive towards original crew spesh feel like cartoon character wyatt boy wyatt drug hippy bj depressed dead man walk get super redact spoiler purpose immediately gunho ready kill nazi finesse tone everywhere fan I would say play form opinion might like I please play I speak piece,139,898,-0.042773318,10.60559,11.148159
Wolfenstein II: The New Colossus,great game play overall good old blood new order also sjw garbage sprinkle around game I find annoying,18,102,-0.06610163,11.280451,9.230975
